Gene	b0359	s0018	s0107	s0183	b0318	b0383	b0499	s0026	s0060	s0104	s0200	b0370	s0025	s0109	s0190	b0326	b0404	b0502	s0035	s0067	s0138	s0201	b0251	b0387	s0042	s0116	s0204	b0334	b0512	s0037	s0071	s0141	s0205	b0305	b0394	s0080	s0136	s0210	b0339	b0427	b0515	s0040	s0077	s0154	b0327	b0421	s0087	s0146	s0229	b0340	b0428	b0521	s0046	s0084	s0162	b0336	b0551	s0100	s0175	b0165	b0341	b0433	b0566	s0047	s0086	s0168	b0338	s0004	s0101	s0176	b0241	b0374	b0434	s0006	s0050	s0088	s0170	b0344	s0013	s0106	s0181	b0243	b0382	b0494	s0019	s0059	s0103	s0177	b0626	s0001	s1511	b0671	b0627	s1551	b0504	b0672	s0055	s1616	b0679	s0350	b0252	b0542	b0694	b0519	b0565	b0772	b0554	b0664	b0244	b0574	b0556	b0667	s0132	b0354	b0629	s0033	b0668	s0195
CARTPT	-0.0366705	-0.0281685	-0.0901955	0.0018235	-0.2903355	0.0202085	0.0180895	-0.1690835	-0.0981545	-0.1403755	0.3202505	-0.0787375	0.0668465	0.9058415	0.1329885	-0.1208515	-0.0942805	0.2295415	-0.0584335	0.0202085	0.0455025	0.0684365	-0.1168135	0.0021935	0.2316615	5.7290775	-0.2430795	-0.0815505	-0.0194635	-0.0422465	0.0774575	-0.1288765	0.1027185	-0.0834045	-0.1430635	0.0914245	-0.1783845	0.0761915	-0.0294175	2.1047335	0.2834025	0.0948805	0.0549355	-0.1277105	-0.2227155	0.4425335	0.2002515	-0.0484435	0.0849585	-0.2010215	0.0125845	-0.0188255	0.0614975	0.0362605	8.3065725	0.0296675	-0.0161225	0.3062355	-0.0072735	0.1397625	-0.1658285	-0.0008315	0.0313065	6.4781635	-0.0466935	5.8669315	-0.0834815	-0.1318565	-0.0504035	0.1302125	0.1778085	-0.0475965	0.2006165	0.0827605	0.2134125	-0.1212245	0.1046675	0.0216415	0.0008315	5.2027375	-0.1490245	-0.1223165	-0.1274795	-0.0645475	0.0088125	0.0928215	-0.1015285	-0.0890835	0.2015955	-0.2011025	-0.0218685	-0.1001305	-0.0261765	0.0796415	0.0498495	-0.0323815	0.0520395	0.1366085	-0.0965335	-0.3388065	0.3257515	0.0115685	-0.2257595	1.1512395	9.5314595	-0.1501155	-0.1580135	-0.0528175	-0.0638475	0.2174725	-0.0945905	-0.1993625	-0.2261725	-0.0563755	-0.1217025	1.3047085	0.4829945	0.0151785
KIF14	0.392026	0.856899	-0.27004	1.434407	1.136936	1.032846	-0.269546	-0.506742	-0.648042	-1.117178	-1.236806	0.473358	-0.217339	2.522294	-0.424191	-0.001383	-1.130152	0.022464	-0.862606	-0.881986	0.876845	0.654216	-0.20523	1.083589	-0.045382	1.102246	1.657076	-0.054656	0.433759	-0.790392	0.434767	1.346871	-0.34924	-0.029871	-0.18781	0.03582	2.033045	2.087244	-0.807424	0.931873	0.501482	-0.444383	-0.234499	0.281357	2.265325	0.495818	0.012236	-0.649868	2.667963	-0.596812	-0.211989	-0.94471	-1.217329	2.030963	-1.040106	0.713923	0.091497	-0.099687	0.811557	-0.341854	-0.036202	0.933964	-1.061139	-0.929762	-1.225319	0.260603	-0.5179	0.28677	2.653072	-0.757733	-0.346012	0.22322	-1.075023	0.180828	-0.607911	0.001383	-1.708635	-0.337317	1.955295	-0.676331	0.255364	-0.500667	0.142529	0.766747	-0.648663	-0.391834	-1.230118	-0.285291	-0.8832	1.152526	1.01947	0.116132	-0.872104	-0.182835	-0.125128	0.372771	1.652729	1.464475	-0.536713	0.764158	0.049792	-0.804573	-0.184043	0.274043	-0.597874	-0.763742	1.103764	1.608843	1.092759	0.192185	-0.258348	0.891267	2.035185	0.037193	0.487699	-0.530724	-0.459286	2.376411
XCL1	-0.1898405	1.5220915	0.0587615	1.7987545	-0.5376565	2.1123045	-0.2686675	-0.3597445	-0.3279675	-0.1268955	-0.4243045	-0.4300635	1.6784015	0.2776865	0.5796655	1.8720085	-0.2799845	0.7804975	0.3775405	-0.3375715	1.6858235	-0.0863895	-0.2224065	0.1232995	2.3396435	-0.0145325	-0.1031545	0.2811895	-0.3087355	-0.4235825	2.5922045	-0.7035735	-0.7101835	0.6529965	1.9073125	0.5563075	0.2867385	0.0777645	-0.3729245	0.0755665	1.3104265	-0.3651275	-0.4327375	-0.1360105	1.9196495	-0.5440565	1.4976925	-0.5694625	-0.1867005	0.7193685	-0.2556795	-0.0009965	-0.1676995	1.0921915	-0.0844565	-0.2103965	-0.2553935	-0.5097705	0.3469935	0.2842605	-0.0540765	0.1880255	-0.2738775	-0.3162665	-0.4608045	-0.1954015	0.1952555	2.2885715	0.2944035	0.2631445	0.3861825	-0.5506055	2.8542765	-0.2067055	-0.5406875	-0.4942985	-0.6035305	0.7233625	0.0227675	0.1038545	-0.1719785	2.1567065	0.7743935	0.7846205	1.5716155	0.2264385	0.5786315	0.0572205	-0.3548385	2.1149365	-0.4861715	-0.2168795	-0.3196095	-0.2683615	2.8733035	1.1254585	-0.6585415	-0.2624845	0.5999875	0.0610025	1.2170725	0.2880975	-0.6312085	0.9290965	-0.1482835	0.0009965	1.0188975	-0.4690775	1.3709345	3.3657955	-0.0157145	-0.4080135	-0.3268495	0.5484575	-0.3712605	-0.4793725	-0.6213135	0.9520735
ZIC1	4.081195	-0.373169	-0.240969	3.779371	-0.319824	-0.423795	-0.481952	-0.064168	-0.275087	0.171467	0.015846	-0.199462	1.879963	-0.286726	-0.177331	-0.380383	-0.09274	-0.075394	-0.05013	-0.204392	0.224446	1.85939	-0.356091	-0.406672	2.526077	-0.138231	-0.317786	-0.239216	-0.160674	-0.085758	3.73047	-0.320868	0.009149	3.869702	2.627679	-0.127769	3.319445	3.403178	-0.226057	0.001763	2.924868	-0.165443	-0.058944	3.639204	2.338439	4.929312	1.938741	0.033056	5.924296	-0.046213	0.006322	-0.051438	-0.25637	4.40673	-0.23794	-0.104888	-0.113268	-0.066154	0.031923	0.049258	-0.188424	1.546897	0.497608	-0.27764	4.673611	-0.001763	1.630123	-0.187883	4.994842	1.998527	-0.214535	-0.110378	-0.198457	0.030712	-0.26736	-0.131284	-0.214077	3.034122	4.886506	-0.032659	0.124766	0.611701	3.6214	2.562753	0.007982	0.24134	-0.008514	-0.19888	0.30087	-0.174394	1.312169	-0.028943	-0.169222	-0.00363	3.610583	-0.296335	2.880525	3.596232	0.051872	-0.007469	0.475088	2.182042	-0.125775	-0.251269	0.325286	2.274243	0.085307	-0.209927	5.366446	1.972915	0.221184	0.915729	3.161437	-0.02887	0.023942	-0.246535	-0.307228	5.104059
SCGB2A2	-6.1635365	-0.5244045	1.2302675	-1.6511995	3.1591195	-0.8769375	3.1677995	2.4953925	-4.3604605	1.7558735	-0.1959005	-6.0077185	2.0236585	1.8160415	-1.9678875	-1.8666435	2.3914545	0.1025365	2.3281765	-2.1945835	-5.8094625	-1.4608155	-5.5997285	-5.9754235	0.4522845	3.1607515	2.0936055	3.2217685	2.6990125	-2.6045355	-6.1288705	-5.6829355	-1.2995665	-6.1721325	0.4090775	0.2307215	-6.2080245	-5.9642695	2.1568165	-4.0764425	-2.4709145	3.1096915	-1.2074115	-1.1373345	-2.4570715	-4.8403415	-5.2615085	2.3000725	-5.7163855	0.0020975	2.7936245	1.8060165	1.1035085	-4.9077275	2.7100195	3.1833045	2.9350675	-4.0297005	2.7947715	1.4984555	2.3522785	-4.2874975	1.3154115	0.1027325	-0.9000345	-1.7253025	0.6015815	-2.2360915	-5.1672005	-4.2178335	2.2529585	3.4143855	0.5002645	-5.9984625	-0.4014515	3.4108765	-4.6632575	-0.6599835	-5.8427155	0.6190735	3.3400085	-1.2606575	-1.2442405	-0.6521095	-4.8162335	0.8921145	0.4815895	2.5181275	-3.1140975	-5.6676255	3.3986345	3.9154645	3.0940425	2.7791915	-6.1605655	3.2017445	1.7632105	-2.9220305	2.5933045	-5.6966195	-2.4149445	0.3036735	1.5319725	-1.9506795	2.9463195	2.6072105	0.1408535	2.6653145	-3.1730145	-3.9922415	-4.9466595	-0.2605845	0.3928615	0.7000895	1.1618865	3.0204015	-0.0020975	-6.1791855
ANK3	-1.176885	-0.922329	0.754209	-2.165416	-0.390064	-0.338565	-0.437803	-0.394367	0.904292	0.267599	2.484095	0.18144	-0.164804	-0.934473	0.642254	0.119693	0.197563	0.562921	-0.58941	-1.680899	-0.144163	-1.910897	-0.942083	0.847872	-0.369284	0.175785	0.00963	0.439241	-0.105311	0.534577	-1.304743	-1.054395	0.524012	-0.72466	0.880109	0.073355	1.323843	1.044438	-2.814972	-0.782882	-0.00963	-1.036826	0.373748	-1.314292	0.318989	1.554072	-0.354855	1.137436	-0.886185	-0.181163	-0.118436	0.91956	-0.143072	0.527261	-2.373571	0.350982	0.273329	-0.44776	-0.793755	-0.274497	0.168537	0.56764	-0.314594	-3.876373	0.868278	1.212663	-0.608779	-0.43774	-1.187685	0.554254	0.538274	0.362934	-1.332285	-1.350679	-0.255455	-0.347382	-0.219309	1.127639	0.545656	-0.513633	0.340898	-0.339257	1.120661	-0.220301	0.22595	-0.141456	0.660226	0.379871	0.725467	-1.419882	-1.369151	0.992147	-0.707058	1.146973	0.312439	-0.813115	0.857956	0.231685	0.661675	0.015926	-0.307506	-1.973294	-0.23363	0.073897	-3.173648	0.151813	0.347426	0.175385	-0.048576	0.081874	0.335602	-0.247734	0.230534	-0.223071	0.321464	0.819239	-1.808521	0.109223
RARRES1	-0.909761	1.125606	0.753756	0.776361	-0.66218	-1.056476	-1.257613	-2.297588	-2.074891	-0.176599	-1.53748	2.985924	-0.240515	3.612429	-0.678225	-0.773407	-1.036299	1.179882	0.114541	-2.318333	2.481457	-0.23027	-2.778599	4.708149	3.437999	-0.656139	-0.425772	0.181066	-0.536247	-1.498589	3.377134	-1.731373	-0.900203	1.312115	2.816204	0.498591	0.334198	-0.018194	-1.839035	0.41389	4.042724	-1.108674	-2.028835	3.352939	4.626559	-1.077904	2.294097	-1.348477	3.229253	0.944882	-0.090686	-0.646944	0.744192	2.351535	-0.605172	-0.138834	0.830463	-1.70397	2.128481	0.97368	-1.483603	0.470422	-1.382448	-2.132914	-2.26502	1.260304	5.229014	2.850248	2.151953	-1.149143	0.283184	0.493901	0.642682	-2.464395	-1.840449	-1.631081	-2.479525	3.619696	3.5851	0.305547	-0.130788	-0.327958	2.123107	4.090646	-1.696906	-0.475858	-1.390751	-0.890906	0.825884	0.17129	0.407573	-1.953567	1.362453	-2.359828	2.421363	3.743321	-0.878913	2.182412	0.195764	-0.328578	1.002292	-1.184595	3.741615	2.675694	-1.402456	-0.422563	2.986506	-0.004702	1.959532	2.287028	-2.723321	5.969408	-2.805814	0.532264	-1.331722	-0.411755	0.004702	2.996961
CD19	-0.0250215	0.3469255	-0.4711525	0.7447835	-0.2340135	0.2918835	-0.0581995	-0.3883885	0.1619995	-0.0428235	0.2264575	-0.5713495	2.3562525	-0.2395395	1.3542025	0.4089875	-0.1248905	1.5092615	0.1794655	0.4278385	5.2519015	0.2575355	0.6715035	-0.1217845	2.8677645	-0.4740165	-0.1673195	-0.3326285	-0.0157075	-0.5034095	2.6247985	-0.2189745	0.0708315	0.9114425	3.1192055	0.1556645	2.1605085	-0.0169005	-0.0221025	-0.4227955	2.1852005	0.0700485	-0.2144125	0.0338035	0.8753925	-0.3090445	1.7172115	-0.2361645	-0.1058205	0.7210995	-0.1549735	-0.4978105	-0.0113415	2.0629135	0.8936325	-0.0756885	-0.3064665	-0.4345515	0.1076355	0.7413105	-0.4005305	0.8353825	-0.2508225	0.0225655	-0.2688905	-0.1903615	0.3410115	3.0287705	0.3373615	-0.0204305	0.3533655	-0.5286725	1.5629865	0.0251665	-0.0926465	0.0113415	-0.2731865	1.0613865	-0.3008315	-0.3125405	-0.0913365	3.5633885	0.8100255	0.7276895	0.1580505	0.2658055	-0.0761915	1.1460645	-0.1251115	0.2070715	-0.0620215	-0.2795345	0.2514925	-0.4040595	3.7318845	0.7178245	-0.2229035	-0.1163915	1.1524615	-0.1311655	0.9913785	0.0204795	-0.2572915	0.4194895	-0.4016055	-0.1931875	0.3949445	-0.4412935	1.5488865	5.7993015	-0.2301505	-0.2918085	-0.2593625	-0.0797265	-0.0267785	0.0326785	-0.6410515	-0.2418185
ASAP2	1.3577565	0.2408635	0.9257665	1.0774235	1.0046745	1.3029145	0.5349135	-0.3318275	-0.3756545	1.1047455	-0.7098265	-0.4063175	-1.5673665	1.5468045	-0.2765215	1.2682635	0.0605375	0.1487115	-0.2028675	0.1137225	-0.6716605	0.0270005	0.1658365	1.3311155	-1.5169495	0.2046985	0.3062555	0.7120765	0.6662725	-0.2120375	-0.8483165	0.8323125	-0.4586025	0.9712585	-0.4414265	0.3367605	1.1017935	0.4727945	0.8836385	0.2858915	-1.9024225	-0.5593565	-0.4610465	-0.3734355	-1.4911735	0.0063955	-2.0023805	-0.2323505	-0.2041235	-0.2605605	-0.3084495	-0.0981855	-1.1850595	-0.0486565	-0.4858755	0.5740985	-0.5504805	0.3955705	0.3048015	-0.3844065	0.6802835	0.5048665	-0.7890335	-0.5414365	-0.0063955	-0.6067285	0.0089695	-0.7819335	0.6562225	-0.6330825	-0.2354345	-0.0455465	-0.0128265	1.0046815	0.4614025	0.9843315	-0.0692625	0.1019695	1.4539665	0.5549835	0.1582975	-2.4257905	-0.3726255	-0.1100785	0.9884485	0.1992675	-0.6113165	-0.0106065	-0.0315655	-0.4335925	-0.3200935	0.7809795	-1.3690935	-0.0558805	-1.2448825	0.8667465	0.4918045	-0.3910315	-0.1500405	0.2168915	-1.5038905	-0.6526375	0.5133985	-0.1302645	-1.3770035	0.2019515	0.6078685	0.5692495	0.1962025	-2.1152615	0.8989375	1.5688715	-2.2373835	-0.3581335	0.0252395	0.4846715	0.4064415	0.2069605
EPYC	-0.3552615	-0.1764445	1.7183215	0.9878685	-0.2325125	-0.1308135	0.0015815	5.1371175	0.6954365	-0.3920835	-0.2334935	1.8055675	-0.0610555	-0.4533415	0.3753075	-0.4359295	0.1074545	0.1645675	-0.3251505	-0.0117455	-0.0003145	0.8057415	-0.0199845	-0.0134975	1.0518615	4.0040795	-0.5101505	0.1222405	-0.1761965	0.1795425	-0.0505525	0.1917435	0.0003145	0.8121745	-0.4505795	-0.0645665	-0.2390325	-0.0947215	-0.1522555	-0.1076745	0.9926685	-0.3995405	2.3061995	-0.3600435	0.5068585	2.8338975	0.1073895	0.0528695	-0.2909925	-0.0727675	0.0579355	0.4545315	0.4300325	0.5663525	-0.1986945	0.5307495	-0.4826055	0.2904835	1.4288915	0.1500385	-0.2382765	-0.1605415	3.4512075	-0.4067505	-0.2074345	-0.2251385	1.4813065	0.6850615	0.3533805	-0.1216575	1.8518775	3.4601845	-0.0521195	-0.0013725	-0.2285525	-0.3191605	2.2267185	0.3715215	-0.4464005	-0.1329515	-0.3575345	-0.1104635	-0.1017905	-0.1826245	0.0039055	0.8577085	2.1145065	-0.0372415	0.1450405	0.3114585	0.1291255	-0.2958765	0.8490345	-0.1117245	0.0149325	0.7510595	-0.2100915	0.4862705	-0.2253765	0.0480125	-0.1468635	-0.0660095	-0.1920125	0.1773775	-0.0626175	1.1323645	0.4716095	0.1188645	0.4160885	-0.0965315	0.0549645	-0.3950115	0.4613345	0.0857915	0.8055625	-0.2076365	-0.1521515	-0.0731575
LIN7A	0.0623985	-0.2827825	0.1526105	0.2771635	0.2473285	-0.0017695	0.4357015	-0.1597275	0.5751125	0.2720275	2.7916745	-0.2682025	-0.1390795	0.9500895	-0.2602445	-0.4170135	-0.0114795	-0.2371415	0.1296855	2.1715445	-0.1847115	0.4140015	0.1087465	0.0514745	0.0017695	-0.0534145	2.4727865	-0.2885055	-0.3106385	0.5544435	-0.3375645	1.3676165	1.1744165	-0.2219705	-0.1154545	-0.2754735	-0.2226175	-0.2075145	-0.2147815	-0.2067245	-0.1908645	0.3438415	-0.2955765	-0.2452115	-0.4585435	0.2578805	0.1630105	-0.1941565	-0.2706685	-0.1217055	0.1822655	1.7657635	0.3304585	-0.4273505	-0.1795895	-0.3105065	-0.1393855	-0.2341805	-0.1642525	0.1519565	-0.0702265	-0.0858565	0.3907145	0.2381195	0.1000785	0.2079525	-0.2336175	-0.3497975	-0.2766855	0.2391885	-0.0557825	0.2672395	0.2858505	0.4364985	0.9264905	1.1699265	0.8819655	0.1153745	-0.1968975	0.5375245	0.0062955	0.1131015	-0.1646365	0.4768485	2.8563955	-0.2198995	-0.1313045	-0.2279925	1.6221195	-0.1563985	-0.3367005	0.6368655	-0.0965395	0.2048325	-0.1171705	-0.0319975	2.6922695	-0.3309095	0.0274485	2.1522195	0.4361725	0.7761555	0.0061115	-0.2436695	-0.1234775	0.2470955	-0.1692115	-0.5189925	0.5684885	0.2123025	0.8718655	-0.3760405	-0.3420285	0.0820305	4.0034625	3.0772085	-0.1956195	-0.0598825
ZNF365	-0.453111	-0.164453	0.322082	-0.619735	1.680125	-0.571103	0.157055	0.111917	0.272721	-0.24636	-0.478335	0.079705	-0.365713	-0.096571	-0.388297	-0.464356	-0.158783	-0.118392	0.667555	0.489559	-0.639707	-0.142753	-0.206482	1.739023	-0.44556	0.416805	0.81751	0.911478	-0.07637	0.322191	-0.18875	2.66235	0.798555	-0.014238	-0.761862	0.773306	-0.197807	-0.335252	-0.682007	-0.557908	-0.578909	0.384749	0.478858	0.742033	-0.338131	2.974566	-0.532505	0.440974	-0.501799	-0.323653	1.081087	0.55938	0.755631	-0.14661	0.009127	0.138542	-0.133088	0.846164	0.13107	0.038534	2.185828	-0.277904	0.742489	-0.166071	-0.028514	0.168298	0.740678	0.038307	0.815541	0.916907	0.301803	1.403129	0.42541	-0.009127	-0.415021	-0.351118	0.673963	1.16095	-0.212991	1.080774	0.432663	0.201417	1.484429	-0.223634	0.075179	0.755221	0.45492	0.046455	-0.49266	-0.709699	-0.278853	0.831932	0.934133	-0.167807	-0.663379	-0.090691	1.420556	-0.435532	-0.09234	-0.255287	1.125472	-0.806304	-0.242036	-0.308002	-0.238845	1.160872	1.567138	1.573656	-0.664214	-0.608511	0.082172	-0.303634	-0.449037	-0.744181	1.107864	-0.512726	3.663758	-0.487424
NDRG2	0.024522	0.074955	-0.179635	-1.810659	-0.888117	-0.891804	-0.342724	0.14147	0.350018	0.649871	0.39913	-1.021654	0.527068	-0.895444	-0.028468	0.00293	0.35511	-0.292065	0.412293	-0.654416	2.067011	-0.341861	-0.43946	2.423185	-0.797943	-0.199769	0.558985	-0.240818	-0.563558	0.094923	1.311445	-0.267874	-0.372148	1.353148	3.098736	-0.56194	2.327753	-0.215849	-1.213932	-0.055686	-0.511668	0.032559	-0.150102	-0.326664	1.236903	1.196401	-0.400998	0.08432	-1.139876	-0.52859	-0.128779	-0.00293	-0.359243	0.609788	1.461944	-1.033999	0.013285	0.366913	-0.480294	-0.203998	-0.455652	1.37238	-0.702166	0.400236	-0.300924	-0.22394	2.038716	0.076537	0.072196	0.237236	-0.460395	0.22423	0.376947	-0.642786	-0.79923	-0.593887	-0.458387	-0.108509	3.688466	-0.65028	0.281173	-0.230122	-0.34854	1.163407	-0.679816	-0.396495	-0.484263	1.264269	0.827208	-0.124038	0.257263	-0.241053	0.251618	-0.212079	0.351797	0.368072	0.01567	2.413956	0.367097	-0.290773	-0.224093	-0.484577	0.189743	0.597826	0.227644	1.821384	3.420859	0.283121	2.061232	0.1306	-0.174903	3.842179	-0.05228	1.919158	0.028152	1.262539	-0.195557	1.367659
DIO1	-0.41748	2.210753	-0.499593	-0.450317	-0.44137	-0.209373	-0.182082	0.070875	-0.008227	-0.506454	3.854438	-0.049027	2.370506	0.915435	3.839846	-0.19929	5.11237	-0.401791	2.147834	-0.050923	-0.224541	-0.195453	-0.165836	-0.227106	-0.357109	0.408412	4.830719	-0.254024	2.522207	0.500783	-0.238441	-0.344196	2.818189	-0.314107	-0.214032	0.321658	-0.27582	-0.457816	0.089655	-0.298997	-0.027302	-0.351518	0.412906	-0.336743	-0.387295	1.285907	1.176575	-0.177381	0.751478	-0.429684	-0.049765	3.874114	0.203522	-0.154862	4.266065	1.774067	2.647249	0.007382	0.152044	0.862383	4.451673	-0.221394	-0.072501	3.679651	0.370026	0.538596	-0.328674	3.129602	-0.198641	-0.254216	3.238272	0.54411	-0.009306	0.237382	0.058718	-0.209277	3.101917	0.23278	-0.078263	0.114326	0.295187	0.872195	-0.111977	-0.007382	0.310041	0.292719	-0.1917	0.634026	-0.32344	1.552034	0.501239	3.917227	-0.400826	-0.424381	-0.356723	0.907924	0.471723	-0.248817	2.187937	-0.089915	0.814544	-0.139978	5.058027	4.9679	2.026833	-0.365405	-0.266277	0.120617	-0.283664	0.060267	-0.258088	-0.476652	0.190989	-0.324362	0.074777	0.681812	-0.154323	-0.295922
MT1H	1.020086	-0.229073	0.851028	1.16334	0.61929	0.785427	-0.306467	-1.073452	-0.837302	1.214446	0.432066	0.645738	-0.142092	-0.542347	1.423356	0.432817	1.214524	0.056029	-0.76409	-1.076168	-1.064563	0.805076	1.25016	0.281029	-0.382234	0.336593	0.440835	0.01189	0.853581	-0.884209	1.177519	1.368226	-0.488527	1.369207	0.601274	-1.226883	1.038782	1.250556	0.177967	0.003159	0.094344	-0.602118	-0.133128	-0.105749	1.557912	-1.173514	0.167433	-0.142788	2.561453	0.011383	-0.369982	-0.674116	0.260782	0.667511	0.99325	-0.035506	0.899821	-0.728413	-0.125637	-0.003159	-1.098536	0.57663	-1.269823	-2.007444	-1.397079	-0.590251	0.75424	0.679408	1.55283	-0.373901	-0.60723	-0.101876	-0.349838	-1.576585	-0.984484	-1.09829	-0.446972	0.458742	0.321298	-0.329288	-0.743068	-0.129626	-0.708898	2.494822	-1.109136	0.18705	-0.448286	-0.337318	1.423041	0.832783	1.000589	-0.511166	-0.892627	-1.260261	0.222372	-0.450486	0.176162	-0.051534	-0.346204	0.099905	-0.339216	0.363015	0.498069	-0.501115	1.268106	0.03224	0.243719	-0.475438	-0.004909	-0.117001	-0.782981	0.112925	-0.444869	-0.319531	2.296251	-0.037967	0.425058	0.026723
DHRS2	-1.3499175	2.6183795	1.4212085	-0.8743555	-0.8031705	1.1630385	0.6284855	0.2008965	6.1566615	6.3255895	-0.4331235	-0.8255115	0.6844675	-0.3352415	6.8159205	5.5442075	-0.2616795	-0.2013645	4.0324345	6.1659615	-1.2684145	0.1609555	1.3356235	-1.3884625	0.4605585	4.2462905	3.5355665	-0.0896025	3.5825205	3.3656125	-0.9396135	1.6580035	4.4486575	-1.0256785	-0.7882925	-0.6665355	-1.3891205	-0.9728345	3.0288105	-0.2242735	-1.3014205	3.3983375	0.4117125	-1.2258485	-1.1164595	2.1660965	-0.3381115	-0.0932135	-1.3976415	0.5940055	-0.1839535	-0.9781885	0.0962925	0.6982285	-1.1614125	2.0811105	-1.2549305	0.4102015	-0.1256195	4.4927055	-1.1009595	-1.0312135	3.4514555	-1.7313335	-0.7658005	-0.6612335	-0.6702925	1.9952555	0.0140575	6.4146485	5.5359785	0.5669615	0.1246685	3.0754615	-0.9123325	2.2671995	5.3519565	-0.3702145	-0.5523285	-0.6243965	0.4132915	1.1772615	-0.5482595	-0.8662425	-0.7982145	-0.0140575	-0.3396665	2.7697215	-1.2121085	4.7431815	0.1154465	-1.0282695	-0.7715375	1.1968975	-1.4857045	-1.1512555	4.4062645	-0.6164485	4.6306025	5.8399535	5.7189915	-0.9549365	-1.3162575	1.3276305	-0.9184385	0.0373665	-0.8165845	0.1679335	-1.1287665	-0.5564965	2.8778945	-0.5739175	0.9362655	3.9198895	3.8063565	-0.1707125	3.6625695	-0.6671105
AKR7A3	-1.153187	-0.200206	-0.12349	-1.389572	1.252151	0.197348	-0.615654	-0.662674	3.463651	0.350958	3.233469	1.757063	0.131152	1.001872	2.82874	1.753241	0.817945	0.993095	-0.948503	1.237557	-0.604889	-1.096553	0.150119	-1.554648	-1.591393	-0.837983	0.986135	-1.113686	0.644199	-1.171055	-0.915865	3.484235	0.488901	-1.231765	-0.838284	0.597616	-0.932536	-0.81809	2.679028	1.483481	-1.469238	4.088688	0.21595	-0.086307	-0.596219	-0.687281	-0.904973	0.012131	-0.896508	-0.58793	0.108013	-0.026648	0.071835	-0.758284	1.337667	1.226088	-0.92708	0.656749	-0.501408	2.087287	1.732608	-1.235352	-1.125461	1.462898	0.848074	1.993546	-0.548831	-0.779667	-1.088411	-1.065693	1.978838	1.612932	-0.134457	0.49983	-0.294803	0.778083	0.904724	-1.113244	-0.410816	1.301824	0.201679	0.767885	-1.054743	-0.362306	2.99445	0.065573	0.27614	-0.012131	0.628086	-0.689843	0.314567	3.487494	-0.413673	-0.500555	-1.127544	-0.642395	2.036786	-1.121288	1.204995	-0.515745	-1.368292	2.149342	0.565088	0.36939	4.026209	-1.151329	-0.908477	-0.698082	-0.929507	-1.616302	0.466794	-0.970064	1.621652	-0.722646	0.528844	0.124159	3.793196	-1.286323
KIAA0125	-0.2428905	2.6218645	-0.4936405	2.1425825	-0.1838725	-0.1203385	-0.1484775	-0.2916865	-0.1851345	-0.0270725	0.1860495	-0.1839625	0.1809675	0.1686965	2.2501685	0.2163445	0.0213735	0.2208595	-0.1096725	-0.2148535	4.1977815	0.3654195	-0.0852285	-0.0766715	1.8330285	-0.2462395	-0.0189155	-0.2482355	-0.2838205	-0.1325925	2.1766995	0.3208005	-0.0821305	1.1406045	2.5623515	-0.0673785	1.3543485	0.5142405	0.1540095	-0.2823675	1.6804975	-0.0550835	-0.1271365	-0.2897285	0.1704865	-0.1668795	0.5621885	0.0089385	0.0693975	0.7392925	-0.1978985	-0.2752605	-0.1432615	2.3305915	0.0344935	-0.0938205	-0.1844905	-0.1107405	0.2935165	0.7889345	0.1029675	1.3566225	-0.0718885	0.0006695	-0.2347005	-0.1878585	-0.0911855	3.6829255	0.0018995	-0.0006695	1.5181305	-0.1332555	1.1187295	0.0850005	-0.0916505	-0.2101865	-0.0099785	0.1293195	-0.0919645	-0.1601725	0.1922075	0.5482645	-0.2223315	0.8186165	0.1129445	-0.0038395	0.1902275	0.6830585	-0.1273155	1.3822935	-0.0760215	-0.1908145	-0.0504265	0.0102555	2.7022345	0.5878335	-0.0541285	0.1012205	0.1059975	-0.0814235	0.5788475	0.2635645	-0.3032835	0.0690775	-0.1268085	1.0706385	-0.2078565	-0.1769515	0.5091035	2.8095435	0.0252525	-0.2093555	-0.0354175	0.1691315	0.0626345	-0.2352835	-0.2806355	-0.0611775
LRRC6	-1.184943	1.064726	0.155417	-1.420493	-1.190375	1.934569	1.3489	1.709754	0.41897	0.315156	3.826742	2.240992	-1.064327	-1.363629	-0.16365	-1.229005	0.372958	-0.941607	1.21456	-0.773027	-1.468592	-0.891446	-0.01835	-1.488147	0.833809	0.029547	1.370231	1.665713	0.470016	-0.482895	-0.870804	0.133654	0.541389	-1.053498	-0.419906	0.276794	-0.75753	-0.609105	-0.614413	0.127589	-1.156637	-0.419121	0.388042	2.71203	-0.194373	1.717091	-0.894356	1.215378	-0.494572	0.482027	1.001806	-0.134284	1.035483	-0.835345	-0.592576	2.725804	-0.574811	0.209353	-1.003287	-0.39129	1.632816	-0.90937	0.163487	0.371152	-0.061691	2.880611	-0.551787	0.028203	-1.379571	-0.780492	0.33457	0.553899	-0.330225	0.042868	1.078945	-1.405183	0.061446	-1.322926	-0.980944	0.701968	0.683975	-0.616838	-0.904306	0.50847	3.388143	0.709452	1.515174	-0.253662	-0.268481	-1.24455	-0.748228	1.683095	-1.152032	1.923599	-1.586377	1.343444	2.482369	0.052271	2.198614	0.626766	-0.324706	-0.908768	-0.905138	0.052271	-0.191623	-0.34096	-0.066197	0.237553	-0.794502	-1.364718	2.547785	-0.518567	1.238032	0.01835	0.53758	2.074931	-1.103048	-1.141708
